Timestamp;unix data;Open;High;Low;Close;Volume (BTC);Volume (Currency);Weighted Price
22.08.2017;1503360000;3987.51;4139.31;3600;4085;23522.76;91600325.72;3894.12
23.08.2017;1503446400;4078;4248.97;4051.94;4108.12;14979.4;62117291.56;4146.85
24.08.2017;1503532800;4121.78;4350;4082.57;4300.34;10782.69;45174068.67;4189.5
25.08.2017;1503619200;4308.8;4449.98;4270;4355.98;9699.61;42274063.39;4358.33
26.08.2017;1503705600;4348.17;4369.78;4232.43;4333.38;6559.67;28227915.28;4303.25
27.08.2017;1503792000;4333.38;4393.3;4290.32;4337.68;3979.12;17263967.23;4338.63
28.08.2017;1503878400;4329.91;4399.72;4169.01;4379.99;8641;37077203.39;4290.85
29.08.2017;1503964800;4385;4649.78;4336.26;4578.82;11879.64;53491168.4;4502.76
30.08.2017;1504051200;4578.82;4642.22;4479;4573.2;8720.04;39800539.16;4564.26
31.08.2017;1504137600;4573.15;4765.21;4566.66;4734.26;8911.41;41726210.49;4682.33
01.09.2017;1504224000;4734.26;4935;4671.09;4921.7;15367.53;73889667.5;4808.17
02.09.2017;1504310400;4921.71;4979.9;4488.5;4599.9;16977.79;79492706.8;4682.16
03.09.2017;1504396800;4599.9;4700;4385;4606.26;11224.91;51112035;4553.45
04.09.2017;1504483200;4603.68;4613.97;4058.5;4277;25069.13;107792606.94;4299.82
05.09.2017;1504569600;4282.53;4474.88;4001.93;4396.52;20884.22;88444473.15;4234.99
06.09.2017;1504656000;4397.38;4649.23;4356.42;4605.8;16634.1;75306805.37;4527.25
07.09.2017;1504742400;4605.81;4674.34;4475;4615;9254.85;42435328.99;4585.2
08.09.2017;1504828800;4615;4679.97;4125.99;4312;23693.3;103569423.2;4371.25
09.09.2017;1504915200;4327.41;4379.78;4164;4308.72;9974.39;42689334.62;4279.9
10.09.2017;1505001600;4322.44;4322.44;4010;4226.22;14724.2;61040452.05;4145.59
11.09.2017;1505088000;4226.21;4353.49;4092.4;4207.31;11191.6;47148979.98;4212.89
12.09.2017;1505174400;4198.89;4377.65;4080;4172.56;13294.44;56268039.79;4232.45
13.09.2017;1505260800;4170.6;4179.14;3720.01;3865.34;29636.38;115516897.12;3897.81
14.09.2017;1505347200;3861.89;3921.74;3210;3227.79;41319.4;146101729.73;3535.91
15.09.2017;1505433600;3227.79;3820;2972.01;3700.01;60278.95;203168385.98;3370.47
16.09.2017;1505520000;3699.89;3872.9;3500;3678.93;23158.23;84905914.76;3666.34
17.09.2017;1505606400;3669.07;3772.52;3463;3662.99;11770.22;42657776.56;3624.21
18.09.2017;1505692800;3662.95;4122.7;3659.42;4101.6;17207.6;67988469.46;3951.07
19.09.2017;1505779200;4102;4119.7;3848.35;3888.8;15278.93;60404491.57;3953.45
20.09.2017;1505865600;3888.8;4050;3820.56;3874.46;11660.27;45847238.86;3931.92
21.09.2017;1505952000;3864;3914;3573;3617.05;17904.3;67012342.18;3742.81
22.09.2017;1506038400;3607.83;3761.84;3514;3612.18;15007.74;54271184.82;3616.21
23.09.2017;1506124800;3611.91;3810.25;3552;3779.17;10123.23;37609099.77;3715.13
24.09.2017;1506211200;3781.13;3783.25;3615;3664.22;6508.72;24009707.82;3688.85
25.09.2017;1506297600;3667.01;3968.59;3658.39;3918;14979.78;57632408.09;3847.35
26.09.2017;1506384000;3920.66;3970;3850.61;3888.03;10014.62;39220959.7;3916.37
27.09.2017;1506470400;3883.95;4226.73;3870;4199.29;15075.84;61255648.53;4063.17
28.09.2017;1506556800;4202.34;4270.01;4123.5;4184.84;9625.93;40309035.77;4187.55
29.09.2017;1506643200;4183.47;4227.62;4022.02;4164.82;12191.93;50336312.65;4128.66
30.09.2017;1506729600;4162.04;4349;4154.28;4326.09;7496.78;32073448.82;4278.3
01.10.2017;1506816000;4326.09;4377.22;4216;4377.22;7211.34;30871704.79;4281
02.10.2017;1506902400;4369.33;4453;4352;4391.48;8259.82;36293751.01;4394.01
03.10.2017;1506988800;4391.41;4425;4218;4315.83;12468.06;53551605.48;4295.1
04.10.2017;1507075200;4315.73;4343;4170.07;4219.53;8518.99;36068254.94;4233.86
05.10.2017;1507161600;4219.74;4358.97;4137.96;4301.09;8419.96;35912272.84;4265.13
06.10.2017;1507248000;4301.09;4425;4278.4;4362.95;8377.3;36552658.15;4363.3
07.10.2017;1507334400;4356.09;4463;4312.82;4423.3;4646.41;20320065.24;4373.29
08.10.2017;1507420800;4422.72;4612;4404.5;4597.98;10083.87;45490443.57;4511.21
09.10.2017;1507507200;4597.97;4865;4541;4764.7;12923.67;60473207.29;4679.26
10.10.2017;1507593600;4761.67;4847;4750;4813;5287.53;25382028.58;4800.35
